,KCH,KCM,SKJS,XF,XS
1305,PHED109150,体育-2,"何黛,万菲",0.5,32.0
1306,PHED900150,长跑,尚尧,0.0,16.0
1307,PHED900150,长跑,尚尧,0.0,16.0
1308,PHED109350,体育-4,韩骥磊,0.5,32.0
1309,PHED109150,体育-2,郭义军,0.5,32.0
1310,PHED109150,体育-2,何昌珂,0.5,32.0
1311,PHED109150,体育-2,何昌珂,0.5,32.0
1312,PHED109150,体育-2,尚广杰,0.5,32.0
1313,PHED109150,体育-2,尚广杰,0.5,32.0
1314,PHED109150,体育-2,闫宽,0.5,32.0
1315,PHED109150,体育-2,彭习涛,0.5,32.0
1316,PHED109150,体育-2,彭习涛,0.5,32.0
1317,PHED900150,长跑,王真,0.0,16.0
1318,PHED900150,长跑,穆若颖,0.0,16.0
1319,PHED109150,体育-2,"李志清,杨彦博",0.5,32.0
1320,PHED109150,体育-2,宇文展,0.5,32.0
1321,PHED109150,体育-2,冯申阳,0.5,32.0
1322,PHED109150,体育-2,赵江鸿,0.5,32.0
1323,PHED109150,体育-2,王保金,0.5,32.0
1324,PHED109350,体育-4,牛潇锋,0.5,32.0
1325,PHED109150,体育-2,何黛,0.5,32.0
1326,PHED900150,长跑,胡浩,0.0,16.0
1327,PHED900150,长跑,"张博昆,杨彦博",0.0,16.0
1328,PHED900150,长跑,"张博昆,杨彦博",0.0,16.0
1329,PHED109350,体育-4,宇文展,0.5,32.0
1330,PHED109350,体育-4,宋绍鹏,0.5,32.0
1331,PHED109350,体育-4,杨光,0.5,32.0
1332,PHED109350,体育-4,葛金琰,0.5,32.0
1333,PHED109150,体育-2,曲强,0.5,32.0
1334,PHED109150,体育-2,曲强,0.5,32.0
1335,PHED109150,体育-2,张博昆,0.5,32.0
1336,PHED109150,体育-2,姚明霞,0.5,32.0
1337,PHED900150,长跑,韩骥磊,0.0,16.0
1338,PHED900150,长跑,韩骥磊,0.0,16.0
1339,PHED109150,体育-2,"何黛,万菲",0.5,32.0
1340,PHED900150,长跑,彭麟凯,0.0,16.0
1341,PHED900150,长跑,彭麟凯,0.0,16.0
1342,PHED900150,长跑,谢招福,0.0,16.0
1343,PHED900150,长跑,谢招福,0.0,16.0
1344,PHED109150,体育-2,黄霞,0.5,32.0
1345,PHED109150,体育-2,彭麟凯,0.5,32.0
1346,PHED109150,体育-2,彭麟凯,0.5,32.0
1347,PHED109150,体育-2,"程立雪,杨彦博",0.5,32.0
1348,PHED900150,长跑,谢招福,0.0,16.0
1349,PHED900150,长跑,谢招福,0.0,16.0
1350,PHED109350,体育-4,李志清,0.5,32.0
1351,PHED109350,体育-4,李志清,0.5,32.0
1352,PHED109150,体育-2,刘志强,0.5,32.0
1353,PHED109350,体育-4,宇文展,0.5,32.0
1354,PHED109350,体育-4,宇文展,0.5,32.0
1355,PHED109350,体育-4,韩骥磊,0.5,32.0
1356,PHED109150,体育-2,刘志强,0.5,32.0
1357,PHED109150,体育-2,郭义军,0.5,32.0
1358,PHED109350,体育-4,东岳,0.5,32.0
1359,PHED109350,体育-4,黄霞,0.5,32.0
1360,PHED109150,体育-2,徐川傲,0.5,32.0
1361,PHED109350,体育-4,张军,0.5,32.0
1362,PHED109350,体育-4,严春辉,0.5,32.0
1363,PHED900150,长跑,杨光,0.0,16.0
1364,PHED109150,体育-2,龚建亭,0.5,32.0
1365,PHED109150,体育-2,龚建亭,0.5,32.0
1366,PHED900150,长跑,李靖,0.0,16.0
1367,PHED900150,长跑,李靖,0.0,16.0
1368,PHED900150,长跑,东岳,0.0,16.0
1369,PHED109150,体育-2,彭麟凯,0.5,32.0
1370,PHED109350,体育-4,"杨彦博,东岳",0.5,32.0
1371,PHED109150,体育-2,张蕾,0.5,32.0
1372,PHED109150,体育-2,高丹娜,0.5,32.0
1373,PHED109350,体育-4,黄霞,0.5,32.0
1374,PHED109150,体育-2,尚广杰,0.5,32.0
1375,PHED109150,体育-2,胡浩,0.5,32.0
1376,PHED109150,体育-2,胡浩,0.5,32.0
1377,PHED109150,体育-2,李军,0.5,32.0
1378,PHED109150,体育-2,闫宽,0.5,32.0
1379,PHED109350,体育-4,冯申阳,0.5,32.0
1380,PHED109350,体育-4,郭义军,0.5,32.0
1381,PHED109350,体育-4,郭义军,0.5,32.0
1382,PHED109350,体育-4,何昌珂,0.5,32.0
1383,PHED109350,体育-4,鲁婷婷,0.5,32.0
1384,PHED109350,体育-4,尚广杰,0.5,32.0
1385,PHED109350,体育-4,尚广杰,0.5,32.0
1386,PHED109350,体育-4,汪一鸣,0.5,32.0
1387,PHED109350,体育-4,张博昆,0.5,32.0
1388,PHED109350,体育-4,刘乘翔,0.5,32.0
1389,PHED109350,体育-4,裴永杰,0.5,32.0
1390,PHED109350,体育-4,裴永杰,0.5,32.0
1391,PHED109350,体育-4,张秋君,0.5,32.0
1392,PHED109350,体育-4,刘超洋,0.5,32.0
1393,PHED109150,体育-2,李飞,0.5,32.0
1394,PHED109150,体育-2,刘超洋,0.5,32.0
1395,PHED109150,体育-2,弥军民,0.5,32.0
1396,PHED109150,体育-2,弥军民,0.5,32.0
1397,PHED900150,长跑,贺智裕,0.0,16.0
1398,PHED900150,长跑,贺智裕,0.0,16.0
1399,PHED900150,长跑,贺智裕,0.0,16.0
1400,PHED900150,长跑,贺智裕,0.0,16.0
1401,PHED109150,体育-2,李云镔,0.5,32.0
1402,PHED109350,体育-4,"杨彦博,程立雪",0.5,32.0
1403,PHED109150,体育-2,姜伟,0.5,32.0
1404,PHED109150,体育-2,姜伟,0.5,32.0
1405,PHED109150,体育-2,姜伟,0.5,32.0
1406,PHED109150,体育-2,赵江鸿,0.5,32.0
1407,PHED109150,体育-2,尚广杰,0.5,32.0
1408,PHED109150,体育-2,汪一鸣,0.5,32.0
1409,PHED109150,体育-2,汪一鸣,0.5,32.0
1410,PHED109150,体育-2,汪一鸣,0.5,32.0
1411,PHED109150,体育-2,胡浩,0.5,32.0
1412,PHED109150,体育-2,李军,0.5,32.0
1413,PHED109350,体育-4,郭义军,0.5,32.0
1414,PHED109350,体育-4,何昌珂,0.5,32.0
1415,PHED109350,体育-4,姜伟,0.5,32.0
1416,PHED109350,体育-4,姜伟,0.5,32.0
1417,PHED109350,体育-4,洪流,0.5,32.0
1418,PHED109350,体育-4,洪流,0.5,32.0
1419,PHED109350,体育-4,宋绍鹏,0.5,32.0
1420,PHED900150,长跑,杨光,0.0,16.0
1421,PHED900150,长跑,程立雪,0.0,16.0
1422,PHED900150,长跑,程立雪,0.0,16.0
1423,PHED109150,体育-2,李靖,0.5,32.0
1424,PHED109150,体育-2,"李靖,黄诗贻",0.5,32.0
1425,PHED900150,长跑,"宇文展,杨彦博",0.0,16.0
1426,PHED900150,长跑,"宇文展,杨彦博",0.0,16.0
1427,PHED109150,体育-2,黄霞,0.5,32.0
1428,PHED109350,体育-4,李志清,0.5,32.0
1429,PHED109350,体育-4,李志清,0.5,32.0
1430,PHED109350,体育-4,胡良楠,0.5,32.0
1431,PHED109350,体育-4,何黛,0.5,32.0
1432,PHED109150,体育-2,赵江鸿,0.5,32.0
1433,PHED109350,体育-4,黄霞,0.5,32.0
1434,PHED109150,体育-2,"徐川傲,张宇琨",0.5,32.0
1435,PHED900150,长跑,党笛洋,0.0,16.0
1436,PHED109150,体育-2,郭义军,0.5,32.0
1437,PHED109150,体育-2,刘长江,0.5,32.0
1438,PHED109150,体育-2,何昌珂,0.5,32.0
1439,PHED109150,体育-2,何昌珂,0.5,32.0
1440,PHED109150,体育-2,何昌珂,0.5,32.0
1441,PHED109150,体育-2,高丹娜,0.5,32.0
1442,PHED109150,体育-2,赵江鸿,0.5,32.0
1443,PHED109150,体育-2,赵江鸿,0.5,32.0
1444,PHED109150,体育-2,尚广杰,0.5,32.0
1445,PHED109150,体育-2,张晟,0.5,32.0
1446,PHED109150,体育-2,"肖坤鹏,万菲",0.5,32.0
1447,PHED109150,体育-2,王云冰,0.5,32.0
1448,PHED109150,体育-2,董亚光,0.5,32.0
1449,PHED109150,体育-2,徐川傲,0.5,32.0
1450,PHED900150,长跑,穆若颖,0.0,16.0
1451,PHED109150,体育-2,肖坤鹏,0.5,32.0
1452,PHED109150,体育-2,肖坤鹏,0.5,32.0
1453,PHED109150,体育-2,肖坤鹏,0.5,32.0
1454,PHED109350,体育-4,龚建亭,0.5,32.0
1455,PHED109150,体育-2,宋雷,0.5,32.0
1456,PHED900150,长跑,党笛洋,0.0,16.0
1457,PHED900150,长跑,张慧雯,0.0,16.0
1458,PHED900150,长跑,牛潇锋,0.0,16.0
1459,PHED900150,长跑,牛潇锋,0.0,16.0
1460,PHED109350,体育-4,徐川傲,0.5,32.0
1461,PHED109150,体育-2,谢招福,0.5,32.0
1462,PHED109150,体育-2,谢招福,0.5,32.0
1463,PHED109350,体育-4,"张宇琨,朱雪宇",0.5,32.0
1464,PHED109150,体育-2,宋雷,0.5,32.0
1465,PHED109150,体育-2,王保金,0.5,32.0
1466,PHED109150,体育-2,李军,0.5,32.0
1467,PHED109350,体育-4,鲁婷婷,0.5,32.0
1468,PHED109350,体育-4,汪一鸣,0.5,32.0
1469,PHED109350,体育-4,胡浩,0.5,32.0
1470,PHED109350,体育-4,李军,0.5,32.0
1471,PHED109350,体育-4,张晟,0.5,32.0
1472,PHED109350,体育-4,刘乘翔,0.5,32.0
1473,PHED109350,体育-4,陈善平,0.5,32.0
1474,PHED109350,体育-4,张丽萍,0.5,32.0
1475,CODE520311,计算机组成与结构专题实验,曲桦,1.0,32.0
1476,PHED109350,体育-4,刘迅雷,0.5,32.0
1477,PHED109350,体育-4,"冯申阳,贺京周",0.5,32.0
1478,PHED109150,体育-2,王泰朗,0.5,32.0
1479,PHED109150,体育-2,"王云冰,赵家庆",0.5,32.0
1480,PHED109150,体育-2,"陈龙伟,牛龙",0.5,32.0
1481,PHED109150,体育-2,刘丽萍,0.5,32.0
1482,PHED109150,体育-2,穆若颖,0.5,32.0
1483,PHED109150,体育-2,党笛洋,0.5,32.0
1484,PHED109150,体育-2,王云冰,0.5,32.0
1485,PHED109150,体育-2,李云镔,0.5,32.0
1486,PHED900150,长跑,张慧雯,0.0,16.0
1487,PHED109350,体育-4,董亚光,0.5,32.0
1488,PHED109350,体育-4,李云镔,0.5,32.0
1489,PHED109350,体育-4,牛潇锋,0.5,32.0
1490,PHED109350,体育-4,"徐川傲,张宇琨",0.5,32.0
1491,PHED900150,长跑,彭麟凯,0.0,16.0
1492,PHED900150,长跑,彭麟凯,0.0,16.0
1493,PHED109150,体育-2,宋雷,0.5,32.0
1494,PHED109350,体育-4,李志清,0.5,32.0
1495,PHED109150,体育-2,冯申阳,0.5,32.0
1496,PHED109350,体育-4,李靖,0.5,32.0
1497,PHED109150,体育-2,刘志强,0.5,32.0
1498,PHED109150,体育-2,郭义军,0.5,32.0
1499,PHED109150,体育-2,郭义军,0.5,32.0
1500,PHED109350,体育-4,东岳,0.5,32.0
1501,PHED109150,体育-2,张蕾,0.5,32.0
1502,PHED109350,体育-4,尚尧,0.5,32.0
1503,PHED109350,体育-4,郭义军,0.5,32.0
1504,PHED109350,体育-4,王保金,0.5,32.0
1505,PHED109350,体育-4,张晟,0.5,32.0
1506,PHED109350,体育-4,张秋君,0.5,32.0
1507,PHED109350,体育-4,李飞,0.5,32.0
1508,PHED109150,体育-2,张博昆,0.5,32.0
1509,PHED109150,体育-2,刘乘翔,0.5,32.0
1510,PHED109150,体育-2,王泰朗,0.5,32.0
1511,PHED109150,体育-2,裴永杰,0.5,32.0
1512,PHED109150,体育-2,陈龙伟,0.5,32.0
1513,PHED109150,体育-2,张慧雯,0.5,32.0
1514,PHED109150,体育-2,弥军民,0.5,32.0
1515,PHED109150,体育-2,李宝成,0.5,32.0
1516,PHED109150,体育-2,李宝成,0.5,32.0
1517,PHED109150,体育-2,李宝成,0.5,32.0
1518,PHED109150,体育-2,"弥军民,李楠",0.5,32.0
1519,PHED109150,体育-2,程立雪,0.5,32.0
1520,PHED900150,长跑,穆若颖,0.0,16.0
1521,PHED900150,长跑,穆若颖,0.0,16.0
1522,PHED900150,长跑,党笛洋,0.0,16.0
1523,PHED900150,长跑,党笛洋,0.0,16.0
1524,PHED109150,体育-2,李志清,0.5,32.0
1525,PHED109350,体育-4,董亚光,0.5,32.0
1526,PHED109350,体育-4,董亚光,0.5,32.0
1527,PHED109350,体育-4,董亚光,0.5,32.0
1528,PHED109350,体育-4,董亚光,0.5,32.0
1529,PHED109350,体育-4,董亚光,0.5,32.0
1530,PHED900150,长跑,张中江,0.0,16.0
1531,PHED900150,长跑,张中江,0.0,16.0
1532,PHED109350,体育-4,"李志清,杨彦博",0.5,32.0
1533,PHED109350,体育-4,"徐川傲,张宇琨",0.5,32.0
1534,PHED109150,体育-2,何黛,0.5,32.0
1535,PHED109150,体育-2,黄霞,0.5,32.0
1536,PHED109350,体育-4,"李志清,杨彦博",0.5,32.0
1537,PHED109350,体育-4,李靖,0.5,32.0
1538,PHED109350,体育-4,"李靖,黄诗贻",0.5,32.0
1539,PHED109350,体育-4,尚尧,0.5,32.0
1540,PHED109150,体育-2,高丹娜,0.5,32.0
1541,PHED109150,体育-2,高丹娜,0.5,32.0
1542,PHED109150,体育-2,鲁婷婷,0.5,32.0
1543,PHED109150,体育-2,鲁婷婷,0.5,32.0
1544,PHED109150,体育-2,鲁婷婷,0.5,32.0
1545,CLIM401048,急诊医学,"石秦东,郭利涛,苗常青,滕琰,刘昱,李昊,许静,梁欢,杜俊凯,黎明,许静",1.5,32.0
1546,PHED109350,体育-4,何昌珂,0.5,32.0
1547,PHED109350,体育-4,赵江鸿,0.5,32.0
1548,PHED109350,体育-4,赵江鸿,0.5,32.0
1549,PHED109350,体育-4,赵江鸿,0.5,32.0
1550,PHED109350,体育-4,王保金,0.5,32.0
1551,PHED109350,体育-4,曲强,0.5,32.0
1552,PHED109350,体育-4,刘乘翔,0.5,32.0
1553,PHED109350,体育-4,王泰朗,0.5,32.0
1554,PHED109350,体育-4,王泰朗,0.5,32.0
1555,PHED109350,体育-4,穆若颖,0.5,32.0
1556,PHED109350,体育-4,杨光,0.5,32.0
1557,PHED109350,体育-4,张丽萍,0.5,32.0
1558,PHED109150,体育-2,张晟,0.5,32.0
1559,PHED109150,体育-2,王泰朗,0.5,32.0
1560,PHED109150,体育-2,"刘志强,贺博洋",0.5,32.0
1561,PHED109150,体育-2,洪流,0.5,32.0
1562,PHED109150,体育-2,宋绍鹏,0.5,32.0
1563,PHED109150,体育-2,宋绍鹏,0.5,32.0
1564,PHED109150,体育-2,宋绍鹏,0.5,32.0
1565,PHED109150,体育-2,宋绍鹏,0.5,32.0
1566,PHED109150,体育-2,宋绍鹏,0.5,32.0
1567,PHED109150,体育-2,宋绍鹏,0.5,32.0
1568,PHED109150,体育-2,刘超洋,0.5,32.0
1569,PHED109350,体育-4,张晟,0.5,32.0
1570,PHED109350,体育-4,"刘志强,贺博洋",0.5,32.0
1571,PHED109150,体育-2,刘丽萍,0.5,32.0
1572,PHED109150,体育-2,刘丽萍,0.5,32.0
1573,PHED109150,体育-2,程立雪,0.5,32.0
1574,PHED109350,体育-4,刘长江,0.5,32.0
1575,PHED109350,体育-4,张蕾,0.5,32.0
1576,PHED109350,体育-4,姜伟,0.5,32.0
1577,PHED109350,体育-4,胡浩,0.5,32.0
1578,PHED109350,体育-4,胡浩,0.5,32.0
1579,PHED109350,体育-4,"裴永杰,魏昊",0.5,32.0
1580,PHED109350,体育-4,贺智裕,0.5,32.0
1581,PHED109350,体育-4,张斌南,0.5,32.0
1582,PHED109350,体育-4,刘丽萍,0.5,32.0
1583,PHED109350,体育-4,张丽萍,0.5,32.0
1584,CODE520311,计算机组成与结构专题实验,"李晨,张玉龙,王飞,田丽华",1.0,32.0
1585,PHED109350,体育-4,潘秀刚,0.5,32.0
1586,PHED109150,体育-2,洪流,0.5,32.0
1587,PHED109150,体育-2,张丽萍,0.5,32.0
1588,PHED109150,体育-2,弥军民,0.5,32.0
1589,PHED109150,体育-2,程立雪,0.5,32.0
1590,PHED109350,体育-4,邱宏军,0.5,32.0
1591,PHED109350,体育-4,葛金琰,0.5,32.0
1592,PHED109150,体育-2,陈龙伟,0.5,32.0
1593,PHED109150,体育-2,陈龙伟,0.5,32.0
1594,PHED109150,体育-2,王真,0.5,32.0
1595,PHED109150,体育-2,张秋君,0.5,32.0
1596,PHED109150,体育-2,张秋君,0.5,32.0
1597,PHED109150,体育-2,张秋君,0.5,32.0
1598,PHED109150,体育-2,"刘长江,牛龙",0.5,32.0
1599,PHED109150,体育-2,党笛洋,0.5,32.0
1600,PHED109350,体育-4,汪一鸣,0.5,32.0
1601,PHED109150,体育-2,刘迅雷,0.5,32.0
1602,PHED109150,体育-2,葛金琰,0.5,32.0
1603,PHED109350,体育-4,王泰朗,0.5,32.0
1604,PHED109350,体育-4,"刘志强,贺博洋",0.5,32.0
1605,PHED109350,体育-4,张秋君,0.5,32.0
1606,PHED109350,体育-4,陈善平,0.5,32.0
1607,PHED109350,体育-4,张斌南,0.5,32.0
1608,PHED109350,体育-4,张斌南,0.5,32.0
1609,PHED109350,体育-4,张斌南,0.5,32.0
1610,PHED109350,体育-4,张斌南,0.5,32.0
1611,PHED109350,体育-4,张丽萍,0.5,32.0
1612,PHED109350,体育-4,张丽萍,0.5,32.0
1613,PHED109350,体育-4,张丽萍,0.5,32.0
1614,PHED109350,体育-4,李宝成,0.5,32.0
1615,PHED109350,体育-4,刘迅雷,0.5,32.0
1616,PHED109350,体育-4,潘秀刚,0.5,32.0
1617,PHED109150,体育-2,张斌南,0.5,32.0
1618,PHED109150,体育-2,张斌南,0.5,32.0
1619,PHED109150,体育-2,党笛洋,0.5,32.0
1620,PHED109150,体育-2,弥军民,0.5,32.0
1621,PHED109150,体育-2,刘迅雷,0.5,32.0
1622,PHED109150,体育-2,潘秀刚,0.5,32.0
1623,PHED109350,体育-4,鲁婷婷,0.5,32.0
1624,PHED109350,体育-4,鲁婷婷,0.5,32.0
1625,PHED109350,体育-4,鲁婷婷,0.5,32.0
1626,PHED109350,体育-4,张蕾,0.5,32.0
1627,PHED109350,体育-4,李军,0.5,32.0
1628,PHED109350,体育-4,李军,0.5,32.0
1629,PHED109350,体育-4,李军,0.5,32.0
1630,PHED109350,体育-4,姚明霞,0.5,32.0
1631,PHED109350,体育-4,刘超洋,0.5,32.0
1632,SOCL301310,社会研究方法,"郭小弦,李晓光,缪晓雷,帅满,陈滔",2.0,32.0
1633,SOCL301310,社会研究方法,"郭小弦,李晓光,帅满,缪晓雷,陈滔",2.0,32.0
1634,PHED109350,体育-4,高丹娜,0.5,32.0
1635,PHED109350,体育-4,尚广杰,0.5,32.0
1636,PHED109350,体育-4,尚广杰,0.5,32.0
1637,PHED109350,体育-4,尚广杰,0.5,32.0
1638,PHED109350,体育-4,李军,0.5,32.0
1639,PHED109350,体育-4,曲强,0.5,32.0
1640,PHED109350,体育-4,曲强,0.5,32.0
1641,PHED109350,体育-4,曲强,0.5,32.0
1642,PHED109350,体育-4,张博昆,0.5,32.0
1643,PHED109350,体育-4,王小春,0.5,32.0
1644,PHED109350,体育-4,张秋君,0.5,32.0
1645,PHED109150,体育-2,"裴永杰,魏昊",0.5,32.0
1646,PHED109150,体育-2,潘秀刚,0.5,32.0
1647,PHED109150,体育-2,潘秀刚,0.5,32.0
1648,PHED109350,体育-4,姜伟,0.5,32.0
1649,PHED109350,体育-4,赵江鸿,0.5,32.0
1650,PHED109350,体育-4,胡浩,0.5,32.0
1651,PHED109350,体育-4,张斌南,0.5,32.0
1652,PHED109350,体育-4,党笛洋,0.5,32.0
1653,PHED109350,体育-4,潘秀刚,0.5,32.0
1654,PHED109150,体育-2,邱宏军,0.5,32.0
1655,PHED109150,体育-2,邱宏军,0.5,32.0
1656,PHED900150,长跑,牛潇锋,0.0,16.0
1657,PHED109350,体育-4,赵江鸿,0.5,32.0
1658,PHED109350,体育-4,邱宏军,0.5,32.0
1659,PHED109350,体育-4,张博昆,0.5,32.0
1660,PHED109350,体育-4,张博昆,0.5,32.0
1661,PHED109350,体育-4,"王云冰,赵家庆",0.5,32.0
1662,PHED109350,体育-4,"刘长江,牛龙",0.5,32.0
1663,PHED109350,体育-4,姚明霞,0.5,32.0
1664,PHED109350,体育-4,刘超洋,0.5,32.0
1665,PHED109350,体育-4,刘超洋,0.5,32.0
1666,PHED109150,体育-2,邱宏军,0.5,32.0
1667,PHED109150,体育-2,刘乘翔,0.5,32.0
1668,PHED109150,体育-2,王泰朗,0.5,32.0
1669,PHED109150,体育-2,"裴永杰,魏昊",0.5,32.0
1670,PHED109150,体育-2,王真,0.5,32.0
1671,PHED109150,体育-2,贺智裕,0.5,32.0
1672,PHED109150,体育-2,葛金琰,0.5,32.0
1673,PHED109350,体育-4,高丹娜,0.5,32.0
1674,PHED109350,体育-4,张蕾,0.5,32.0
1675,PHED109350,体育-4,闫宽,0.5,32.0
1676,PHED109350,体育-4,闫宽,0.5,32.0
1677,PHED109150,体育-2,"万菲,严春辉",0.5,32.0
1678,PHED109350,体育-4,尚广杰,0.5,32.0
1679,PHED109350,体育-4,闫宽,0.5,32.0
1680,PHED109350,体育-4,曲强,0.5,32.0
1681,PHED109350,体育-4,王小春,0.5,32.0
1682,PHED109350,体育-4,李飞,0.5,32.0
1683,PHED109150,体育-2,党笛洋,0.5,32.0
1684,PHED109150,体育-2,弥军民,0.5,32.0
1685,PHED109150,体育-2,李宝成,0.5,32.0
1686,PHED109150,体育-2,潘秀刚,0.5,32.0
1687,PHED109150,体育-2,葛金琰,0.5,32.0
1688,PHED109150,体育-2,胡良楠,0.5,32.0
1689,PHED109150,体育-2,胡良楠,0.5,32.0
1690,PHED109150,体育-2,邱宏军,0.5,32.0
1691,PHED109150,体育-2,党笛洋,0.5,32.0
1692,PHED109350,体育-4,"李楠,弥军民",0.5,32.0
1693,PHED109150,体育-2,李志清,0.5,32.0
1694,PHED109150,体育-2,鲁婷婷,0.5,32.0
1695,ENGL207212,理解当代中国：英语读写,杜文博,2.0,32.0
1696,SOCL502410,科学社会学,"杨张博,罗阳",2.0,32.0
1697,PSYL300144,医学心理学,"钱玉燕,王瑜萍",2.0,32.0
1698,PHED109150,体育-2,王保金,0.5,32.0
1699,PHED900150,长跑,刘超洋,0.0,16.0
1700,PHED900150,长跑,刘超洋,0.0,16.0
1701,SOCL404110,社会组织管理,吴苏,3.0,48.0
1702,PHED200250,预科体育2,谢招福,0.5,32.0
1703,PHED200250,预科体育2,高丹娜,0.5,32.0
1704,PHED109350,体育-4,程立雪,0.5,32.0
1705,PHED200250,预科体育2,王真,0.5,32.0
1706,PHED200250,预科体育2,李飞,0.5,32.0
1707,PHED200250,预科体育2,程立雪,0.5,32.0
1708,PHED200250,预科体育2,葛金琰,0.5,32.0
1709,PHED900250,200米游泳,朱雪宇,0.0,16.0
1710,PHED900250,200米游泳,程立雪,0.0,16.0
1711,PHED900250,200米游泳,程立雪,0.0,16.0
1712,PHED109350,体育-4,程立雪,0.5,32.0
1713,PHED900350,24式太极拳,姚明霞,0.0,16.0
1714,PHED109350,体育-4,盖文亮,0.5,32.0
1715,PHED900750,陆上赛艇,路海华,0.0,16.0
1716,PHED900750,陆上赛艇,路海华,0.0,16.0
1717,PHED900750,陆上赛艇,张丽萍,0.0,16.0
1718,PHED109350,体育-4,姚明霞,0.5,32.0
1719,PHED109350,体育-4,"张宇琨,朱雪宇",0.5,32.0
1720,PHED109150,体育-2,"肖坤鹏,万菲",0.5,32.0
1721,PHED102650,体育２（民族预科）,陈龙伟,0.5,32.0
1722,PHED109150,体育-2,位桂香,0.5,32.0
1723,PHED200250,预科体育2,尚尧,0.5,32.0
1724,PHED900350,24式太极拳,张斌南,0.0,16.0
1725,PHED900350,24式太极拳,张斌南,0.0,16.0
1726,PHED109350,体育-4,位桂香,0.5,32.0
1727,PHED900750,陆上赛艇,孙蔚,0.0,16.0
1728,PHED900750,陆上赛艇,孙蔚,0.0,16.0
1729,PHED900150,长跑,胡良楠,0.0,16.0
1730,PHED900150,长跑,胡良楠,0.0,16.0
1731,PHED102650,体育２（民族预科）,刘超洋,0.5,32.0
1732,PHED900350,24式太极拳,洪流,0.0,16.0
1733,PHED900750,陆上赛艇,路海华,0.0,16.0
1734,PHED900750,陆上赛艇,路海华,0.0,16.0
1735,PHED900750,陆上赛艇,弥军民,0.0,16.0
1736,PHED900750,陆上赛艇,弥军民,0.0,16.0
1737,PHED109150,体育-2,姚明霞,0.5,32.0
1738,PHED900250,200米游泳,葛金琰,0.0,16.0
1739,PHED900250,200米游泳,葛金琰,0.0,16.0
1740,PHED109150,体育-2,位桂香,0.5,32.0
1741,PHED109350,体育-4,贺智裕,0.5,32.0
1742,PHED109350,体育-4,贺智裕,0.5,32.0
1743,PHED900750,陆上赛艇,孙蔚,0.0,16.0
1744,PHED900750,陆上赛艇,孙蔚,0.0,16.0
1745,PHED102650,体育２（民族预科）,贺智裕,0.5,32.0
1746,PHED102650,体育２（民族预科）,宋绍鹏,0.5,32.0
1747,PHED900250,200米游泳,葛金琰,0.0,16.0
1748,PHED900250,200米游泳,葛金琰,0.0,16.0
1749,PHED109350,体育-4,位桂香,0.5,32.0
1750,PHED900750,陆上赛艇,路海华,0.0,16.0
1751,PHED900750,陆上赛艇,路海华,0.0,16.0
1752,PHED900750,陆上赛艇,路海华,0.0,16.0
1753,PHED900750,陆上赛艇,路海华,0.0,16.0
1754,PHED900750,陆上赛艇,孙蔚,0.0,16.0
1755,PHED900750,陆上赛艇,孙蔚,0.0,16.0
1756,PHED900250,200米游泳,刘迅雷,0.0,16.0
1757,PHED109150,体育-2,闫宽,0.5,32.0
1758,PHED109350,体育-4,葛金琰,0.5,32.0
1759,MATH200807,概率论,戴艳俊,2.0,32.0
1760,LITE533610,对外汉语教学,"冯潇,李馨郁,路荣,赵炜",2.0,32.0
1761,BASM305848,基本科研素养,"刘进军,刘利英,赵四海,张澍,陈莉娜,翟中会,李冬民,孟列素",1.5,24.0
1762,CLIM400748,神经病学,"杨剑波,俱西驰,张玉蓉,王瑾,康丽,祁磊",2.5,54.0
1763,PHED109150,体育-2,王泰朗,0.5,32.0
1764,PHED109150,体育-2,"冯申阳,贺京周",0.5,32.0
1765,PHED109350,体育-4,"贺京周,位桂香",0.5,32.0
1766,PHED900750,陆上赛艇,贺智裕,0.0,16.0
1767,PHED109150,体育-2,洪流,0.5,32.0
1768,PHED109350,体育-4,张蕾,0.5,32.0
1769,PHED109350,体育-4,程立雪,0.5,32.0
