,S#,C#,GRADE
4280,04041078,JS-09,73.1
4281,09038871,EE-61,60.6
4282,05089946,EL-27,66.6
4283,06060492,MC-37,66.1
4284,06035676,MC-09,81.0
4285,07075265,EG-27,93.7
4286,09052629,AT-22,67.3
4287,01029071,CS-13,70.5
4288,06034255,JP-16,65.7
4289,07081966,JS-09,80.6
4290,05010397,LT-01,68.8
4291,09097184,EP-09,76.0
4292,09070915,LW-05,80.7
4293,08094449,CS-11,73.4
4294,08037976,SA-06,63.9
4295,02053037,MM-25,78.8
4296,07053617,JP-11,87.2
4297,02063649,RS-02,80.7
4298,04074620,EP-08,61.8
4299,09016409,AT-21,73.5
4300,04080246,EL-02,85.6
4301,01045664,ER-05,
4302,04029677,MT-01,78.8
4303,08045139,EP-06,66.2
4304,03029810,BO-05,71.7
4305,06027838,CE-19,92.9
4306,04026664,EL-27,71.7
4307,08092153,EE-29,71.9
4308,07055667,MC-37,80.4
4309,05039512,CS-13,72.3
4310,04028067,CE-19,89.3
4311,08070935,BM-02,85.6
4312,07028067,BS-23,68.9
4313,03094075,BS-16,88.8
4314,02067425,CE-30,72.8
4315,08015831,MM-66,81.9
4316,08083690,IF-01,83.5
4317,03041683,MC-09,56.6
4318,02029103,LW-37,83.3
4319,09074178,ER-05,100.0
4320,05076613,CE-03,99.8
4321,06069644,LW-37,80.7
4322,07056833,MM-10,66.7
4323,07096700,ID-04,
4324,09077724,MR-04,77.8
4325,05083282,AT-21,76.1
4326,09098143,AT-21,82.2
4327,06040539,AC-20,73.0
4328,08074384,MT-26,69.5
4329,08021480,BM-43,58.4
4330,02049522,SA-06,
4331,06045346,BO-01,89.5
4332,05048692,LW-05,74.8
4333,07024810,IF-01,68.6
4334,02067825,NC-11,87.4
4335,09073619,MT-28,68.3
4336,02086241,AC-03,84.5
4337,06039165,IS-14,65.7
4338,03059404,JP-16,
4339,08094449,PY-36,93.8
4340,06063061,BO-17,79.9
4341,06083736,EE-86,85.5
4342,03059404,RS-02,83.6
4343,04059850,CE-19,59.0
4344,01068837,EN-26,73.7
4345,01039597,AC-24,
4346,05016666,ID-22,86.1
4347,09041964,MT-28,78.4
4348,02078416,JS-28,76.5
4349,03074454,BS-01,83.2
4350,03015314,MG-23,
4351,05064658,LW-37,90.1
4352,07033537,MM-93,67.5
4353,01015891,MT-07,58.2
4354,05086858,EE-82,81.7
4355,02065521,EG-65,87.9
4356,05033900,EP-03,77.2
4357,07085931,MG-23,
4358,08021480,MM-93,75.6
4359,01027496,EL-27,74.1
4360,08050841,SO-55,67.7
4361,07055707,SA-06,67.3
4362,08091839,IF-03,84.7
4363,04018490,CN-01,65.5
4364,07095121,IS-01,94.7
4365,03061768,BS-31,59.1
4366,06044300,AC-24,77.4
4367,07025848,IF-03,82.9
4368,09048091,EL-30,79.5
4369,01029071,CE-03,74.2
4370,05015898,PY-49,78.3
4371,08078198,PY-02,63.5
4372,09039649,EL-30,63.4
4373,09085773,EM-31,94.9
4374,05034855,SA-06,77.4
4375,02099875,RS-02,67.0
4376,02043969,IS-01,66.3
4377,05055745,JP-11,83.8
4378,05083282,MC-20,52.3
4379,06070097,LW-37,60.8
4380,03074698,PY-01,71.7
4381,06082904,EP-03,
4382,06025929,CN-01,77.5
4383,05085521,AT-06,73.6
4384,04097576,EE-33,73.0
4385,01011219,MG-23,84.5
4386,07066794,SA-01,78.6
4387,07085325,MM-93,59.5
4388,02027352,BM-02,
4389,08044494,AT-22,91.0
4390,08024586,ER-05,73.8
4391,04040766,CS-13,76.1
4392,08098256,JS-09,78.1
4393,08052292,EL-30,79.0
4394,05030499,ER-01,83.6
4395,05054668,BS-23,81.0
4396,02071233,BS-16,67.1
4397,08042737,MM-02,73.0
4398,04033649,IS-01,74.9
4399,04026664,MG-23,82.4
4400,05093783,CN-05,72.3
4401,04059895,EE-86,77.2
4402,01099818,AT-36,81.8
4403,09061064,ER-22,83.0
4404,02038550,MC-20,50.1
4405,01019245,MT-01,64.5
4406,03061768,IF-03,71.3
4407,07086528,EE-86,84.4
4408,06036176,EP-06,67.4
4409,02051724,AC-03,
4410,09078533,EL-30,65.1
4411,06087558,CN-01,81.0
4412,09032856,LT-01,58.2
4413,01070270,CN-01,74.0
4414,08022145,IF-01,62.1
4415,01028591,EG-06,73.6
4416,01039157,ID-22,66.7
4417,01054955,MC-20,64.0
4418,05086009,EE-33,
4419,07078424,ER-01,55.7
4420,04056678,CS-13,
4421,06042853,MM-10,71.6
4422,07033528,BO-05,78.3
4423,04033242,AC-24,61.0
4424,02051724,MG-23,73.3
4425,04018048,SO-55,
4426,06058464,JP-16,87.6
4427,08086264,PY-02,
4428,02019266,CN-05,86.9
4429,06090757,IF-03,75.5
4430,06015312,EE-82,63.9
4431,03041523,MM-25,71.8
4432,04087024,AT-21,72.4
4433,08044421,EG-03,61.2
4434,07021649,CE-19,
4435,05075269,CE-30,90.3
4436,08072608,MT-07,
4437,09052629,PY-05,81.5
4438,09092335,MM-93,82.9
4439,01035477,EE-33,67.9
4440,07012474,EL-30,
4441,09078606,AC-24,66.0
4442,08094449,IF-03,82.6
4443,05027472,NC-11,73.9
4444,08033279,LW-37,81.2
4445,09070066,BS-16,77.6
4446,08036336,EL-02,
4447,05069269,MR-02,66.2
4448,09066586,EE-82,69.5
4449,06042202,ML-05,69.9
4450,05054610,LW-37,68.1
4451,08082531,AS-40,84.5
4452,08064018,BS-23,75.8
4453,01029167,AT-31,87.6
4454,07035242,EE-86,80.2
4455,08050841,MM-02,76.9
4456,02086995,IF-01,85.1
4457,09095405,PY-36,86.9
4458,02038271,MG-25,74.3
4459,02087288,MC-20,63.5
4460,06063952,SA-06,100.0
4461,02074357,IS-01,54.6
4462,02040804,AC-24,86.6
4463,01037495,AC-24,82.9
4464,06011024,MG-01,
4465,06021270,PY-05,84.4
4466,07086494,IF-01,62.4
4467,05058022,BS-23,75.8
4468,03016320,NE-01,66.5
4469,02078416,LW-32,63.9
4470,05026638,PY-05,83.2
4471,04083011,BS-23,88.0
4472,08082531,EL-02,83.8
4473,09070260,AC-03,75.4
4474,07037289,EE-86,82.3
4475,04075338,JS-02,89.6
4476,06066040,PY-36,78.6
4477,09063261,AC-20,77.5
4478,08086296,EP-06,93.4
4479,03020253,BS-52,87.7
4480,07065210,AT-31,75.0
4481,03060139,LW-37,71.9
4482,09062950,PY-25,62.9
4483,05017131,JP-26,
4484,06090136,ML-05,51.5
4485,01047459,IS-14,60.0
4486,02020753,EE-86,75.4
4487,02018055,EE-82,82.3
4488,02071233,LW-05,69.9
4489,05016666,MR-04,80.3
4490,05034855,JP-11,61.8
4491,05015898,MT-21,
4492,02088469,AT-31,
4493,01044017,EL-04,71.1
4494,08040073,BS-23,
4495,04037121,MR-02,75.9
4496,06068020,EN-26,80.1
4497,07076705,CN-05,77.0
4498,09070260,BS-16,65.3
4499,04052293,PY-49,
4500,06027838,LW-32,85.6
4501,06041260,IF-03,65.3
4502,07052981,AC-03,
4503,09085773,IF-01,79.2
4504,04049528,PY-23,70.4
4505,03075338,PY-02,
4506,09036831,MG-13,63.6
4507,08044494,FR-05,86.3
4508,09044803,MG-13,64.0
4509,07055707,BO-17,
4510,05074370,EE-29,58.7
4511,04029778,CS-11,71.2
4512,08069683,CS-11,
4513,05035262,MG-13,83.8
4514,09059763,EP-08,79.6
4515,06029824,JS-09,94.0
4516,05033900,NC-11,79.1
4517,03064155,EL-27,73.4
4518,04094259,MT-26,77.6
4519,08069683,IS-14,79.6
4520,08036336,PY-25,88.7
4521,03083091,BM-02,69.8
4522,04026664,BS-23,87.7
4523,05010397,MG-01,69.2
4524,03074658,BS-52,61.2
4525,01041723,IS-14,86.4
4526,06050027,EE-29,65.5
4527,06087558,JP-26,76.0
4528,01077079,BS-01,80.0
4529,07049295,BM-43,88.0
4530,03047389,MM-10,76.6
4531,04031279,MR-02,82.1
4532,01033611,IS-01,61.1
4533,04050790,EE-40,80.8
4534,07015650,LW-26,73.3
4535,07056833,LT-01,84.1
4536,03052930,EL-02,75.2
4537,05093685,BO-05,78.6
4538,02067825,MM-10,86.3
4539,01037495,JS-09,70.2
4540,04042506,MC-37,74.9
4541,09010136,BS-52,75.4
4542,02026422,AT-06,64.6
4543,08055922,EL-02,71.1
4544,08021001,EE-13,88.0
4545,06036617,MC-37,78.2
4546,03086266,MG-25,72.2
4547,06024137,BO-05,74.8
4548,05030499,EE-33,40.0
4549,05074742,PY-36,81.8
4550,01018475,BM-02,76.5
4551,05013203,MM-10,88.7
4552,08033134,EE-61,56.5
4553,05011079,EP-08,76.6
4554,01096469,CE-30,77.1
4555,06041563,PY-01,64.5
4556,05077130,ER-22,74.5
4557,07049622,ER-01,94.1
4558,07021581,CN-01,80.8
4559,08052127,PY-02,82.3
4560,02095193,JP-11,
4561,07030039,MT-28,74.9
4562,07053547,EE-86,64.8
4563,04015917,JP-20,73.7
4564,09030357,MC-20,70.9
4565,06090757,IF-01,75.6
4566,03038962,CI-10,84.5
4567,02089993,AT-06,67.7
4568,02063649,CS-13,80.5
4569,02049522,MM-25,82.7
4570,04027619,EG-03,79.9
4571,01030135,CS-13,80.2
4572,09026678,MM-02,88.4
4573,03015314,SA-01,78.4
4574,01013510,MC-20,67.2
4575,03060139,IF-03,82.4
4576,08087260,MT-01,83.9
4577,03027321,FR-05,54.1
4578,09096328,MG-01,67.6
4579,04012923,SA-01,88.1
4580,09032856,ID-22,67.1
4581,04078544,SA-06,94.5
4582,02023143,EE-40,83.8
4583,03075338,BS-52,69.1
4584,03026173,PY-49,66.8
4585,04094849,JS-09,62.2
4586,09018279,BS-52,76.0
4587,01094109,BS-37,67.3
4588,06077371,EG-06,76.5
4589,09066291,EG-27,64.9
4590,01041723,JS-09,61.1
4591,09025223,FR-05,
4592,01019846,MC-18,71.5
4593,08055922,CN-05,79.0
4594,06031626,NC-11,91.7
4595,06020005,NE-01,67.4
4596,07065916,CI-10,68.9
4597,07086487,ID-22,59.9
4598,08040073,PY-04,75.1
4599,08045139,MT-07,86.4
4600,02089691,RS-02,85.8
4601,08055922,JP-11,76.0
4602,09081739,AC-20,94.5
4603,09046945,IF-01,49.8
4604,06077952,IF-03,62.9
4605,04012479,MC-37,78.5
4606,03012870,BS-01,64.3
4607,03012870,BS-37,100.0
4608,03067387,CN-01,
4609,03047389,PY-02,67.3
4610,04027619,JS-28,68.3
4611,06040539,JS-02,75.9
4612,07081966,MC-20,
4613,08088921,IF-32,76.7
4614,07046930,LT-01,83.3
4615,08083690,CE-19,59.0
4616,02067825,EP-06,75.5
4617,04041154,CS-13,96.0
4618,08029061,JS-28,81.9
4619,09055285,IF-03,71.5
4620,09067669,IF-32,67.2
4621,08050314,SA-01,70.9
4622,02091878,SA-06,74.4
4623,06014052,MC-37,83.6
4624,02023976,CN-05,65.3
4625,07014580,IS-14,65.2
4626,04071030,EL-30,66.3
4627,08066984,CS-11,85.0
4628,06035676,LW-32,72.4
4629,05077130,AC-03,75.1
4630,06011664,MC-20,67.1
4631,05041516,AC-20,
4632,07086052,SA-06,90.9
4633,02089691,MT-26,81.6
4634,07067456,LT-01,73.9
4635,06037185,CS-11,73.5
4636,07022456,IS-01,
4637,07055667,MR-02,71.2
4638,02054242,AT-06,82.5
4639,07095207,JS-09,76.3
4640,09012007,EL-04,60.0
4641,06024200,ID-22,71.4
4642,03054101,LW-32,79.3
4643,08047813,ER-22,
4644,03082243,ID-04,87.8
4645,04059895,BS-37,77.9
4646,01052992,CI-01,61.8
4647,06077104,PY-04,60.6
4648,07057815,NC-11,85.9
4649,05093315,EE-82,79.7
4650,09035660,EE-86,79.9
4651,03059644,MG-25,
4652,06054254,EL-27,72.0
4653,09079115,EP-09,90.1
4654,08089024,FA-54,71.2
4655,05090477,FA-54,78.3
4656,04079450,EE-40,70.4
4657,07076705,EG-03,55.6
4658,08093602,JP-16,63.1
4659,05057135,CS-11,81.5
4660,03069590,EN-26,74.3
4661,02034670,BS-02,68.2
4662,09052483,AT-36,
4663,03094075,EE-40,62.2
4664,08057513,EG-03,68.6
4665,03069590,BS-16,80.4
4666,08091839,MM-02,71.9
4667,06069665,JS-09,68.6
4668,08019651,MR-04,67.0
4669,02067425,EG-03,68.8
4670,09039649,CS-11,88.6
4671,08059032,IS-14,58.2
4672,04029677,MM-66,81.1
4673,02039248,MT-28,86.1
4674,05017131,PY-38,
4675,01042130,IF-03,61.4
4676,07086494,PY-36,79.3
4677,04033649,BS-02,66.7
4678,01028591,CN-05,
4679,06055426,MT-01,66.8
4680,02047674,EG-06,
4681,09092335,AT-36,88.7
4682,09033010,PY-38,70.8
4683,06055388,BS-37,77.7
4684,02092526,MC-20,72.5
4685,01015891,CE-03,96.3
4686,02020140,EN-26,77.3
4687,01032974,EE-86,77.5
4688,06096451,BO-17,75.1
4689,01054955,EP-09,
4690,08024911,MT-01,72.6
4691,01028180,ER-22,76.2
4692,05044897,AT-06,
4693,02094825,PY-25,86.2
4694,03065064,EL-04,80.8
4695,01017285,EP-09,81.5
4696,02066535,CN-05,77.9
4697,05061077,BO-05,67.2
4698,06013441,AC-20,
4699,05093783,MT-28,93.0
4700,09073619,SA-06,85.9
4701,03080165,IF-01,63.2
4702,01052992,MR-04,72.2
4703,08081777,EE-82,68.3
4704,04075512,SO-01,62.1
4705,01053959,IF-03,74.8
4706,01078246,ER-22,80.3
4707,07065468,CS-11,74.4
4708,05031283,EL-27,70.7
4709,04053616,CI-01,81.0
4710,02019902,JS-09,80.5
4711,06069280,PY-05,59.7
4712,06019860,EE-13,62.0
4713,09085773,MG-81,74.7
4714,03053671,MR-04,65.4
4715,04077810,BM-43,76.8
4716,03083091,IF-32,72.9
4717,09066291,IT-44,54.1
4718,09027264,BS-16,71.9
4719,08019001,PY-04,84.7
4720,06055426,EG-27,73.9
4721,02086995,MT-07,69.3
4722,04029677,CN-05,78.9
4723,04026664,PY-02,73.0
4724,08057513,PY-01,93.8
4725,01081707,PY-05,78.7
4726,04098519,PY-05,75.4
4727,01094109,SO-01,65.8
4728,05075269,EE-86,89.7
4729,07033537,EM-31,91.8
4730,08091839,BO-05,81.4
4731,09077119,NC-11,82.4
4732,02099753,EE-13,84.8
4733,01048724,EL-04,84.5
4734,05075269,IT-44,82.1
4735,08028918,EL-02,85.1
4736,06074726,CI-01,83.1
4737,02019266,MG-01,79.6
4738,02067181,LW-26,73.0
4739,03069590,MT-07,68.1
4740,01054955,MM-93,86.1
4741,01025290,EE-61,98.1
4742,07097247,ID-04,57.7
4743,02043969,MM-93,59.8
4744,07072132,SA-06,91.2
4745,03085128,EP-03,58.5
4746,07037289,EG-27,84.5
4747,01026524,JP-11,85.5
4748,03069590,ML-05,68.0
4749,01041920,IF-03,91.5
4750,01027682,ER-01,67.9
4751,09044803,BS-37,85.3
4752,05085521,CE-19,86.0
4753,06027838,PY-23,69.9
4754,07057815,EL-30,62.2
4755,01037434,AC-20,83.1
4756,08014864,EG-27,
4757,01011626,SA-01,69.9
4758,05025057,AT-22,83.0
4759,06076952,MT-07,87.0
4760,09053917,LW-32,89.3
4761,04051842,PY-02,66.9
4762,06024137,MR-04,74.2
4763,06081134,EE-33,94.6
4764,06087558,ID-22,71.9
4765,09032856,JS-09,81.1
4766,04061598,EL-02,64.1
4767,09044803,NC-11,71.2
4768,08088780,JP-20,71.9
4769,04078544,MC-20,63.7
4770,02065177,ID-04,66.3
4771,09073619,MM-93,77.6
4772,09070066,ID-22,64.8
4773,02031517,EL-02,
4774,03031972,SA-01,60.5
4775,03027321,CN-01,
4776,02087922,EL-30,59.5
4777,05043293,BS-02,66.5
4778,04099042,IS-14,86.7
4779,01070441,MM-93,
4780,03068513,MC-37,65.3
4781,01042130,LW-32,71.9
4782,03080234,AT-21,67.5
4783,03074658,MM-93,64.9
4784,05014005,NC-11,90.4
4785,04012321,SA-06,77.1
4786,08096331,IS-01,66.1
4787,05090477,EE-86,80.3
4788,09075190,JS-28,97.8
4789,02089276,BO-17,
4790,08046693,IS-14,64.4
4791,07073164,EP-08,71.8
4792,07021649,EE-61,71.1
4793,01028180,MG-81,77.8
4794,08088780,LW-37,66.4
4795,04027154,BS-52,85.4
4796,02023143,BS-37,75.7
4797,03096284,BS-01,71.6
4798,03029810,MG-13,77.2
4799,03086288,BS-16,85.5
4800,02066890,EL-27,86.4
4801,01031983,BS-52,53.5
4802,08023766,EE-82,
4803,07075783,JS-09,80.0
4804,09047890,ER-05,75.1
4805,01027577,BO-17,77.6
4806,09064178,CI-01,65.2
4807,08032762,MG-13,80.8
4808,02087288,NC-11,
4809,09030357,AC-24,62.4
4810,08059032,BS-16,
4811,06071819,MC-18,77.6
4812,03060139,MG-25,78.3
4813,08012237,SA-06,85.0
4814,02080549,MR-02,82.9
4815,03065566,MT-01,71.2
4816,06013048,BS-52,
4817,09027264,JP-11,88.0
4818,01025290,BS-01,70.1
4819,02090381,MT-07,
4820,06011273,MC-18,57.4
4821,06011664,JS-09,76.9
4822,07048501,EP-09,65.0
4823,03068513,MC-20,66.8
4824,01071019,EL-27,
4825,06048716,BO-01,87.6
4826,05075857,BO-01,
4827,08046279,SA-06,79.4
4828,08093602,AC-20,68.5
4829,02038145,MG-13,74.3
4830,08058270,BO-17,90.6
4831,06033244,AS-40,
4832,03012980,NC-11,76.8
4833,02039829,RS-02,67.6
4834,09010136,LW-26,71.9
4835,06083026,MT-07,
4836,01024959,MM-25,
4837,02091878,PY-23,79.6
4838,02069894,JS-09,66.8
4839,09075190,MT-21,66.1
4840,06081986,SO-55,
4841,06087643,IF-03,54.6
4842,09056217,MC-09,78.3
4843,07046753,MT-21,67.1
4844,07086487,PY-49,82.0
4845,01013510,MM-93,75.4
4846,06011024,BM-43,52.1
4847,08047076,MG-13,57.5
4848,01051545,EN-26,68.7
4849,06020005,PY-01,83.4
4850,04024533,MT-07,70.2
4851,05077130,AC-20,88.5
4852,07021581,MM-02,91.9
4853,02063649,FR-05,76.2
4854,07083399,PY-04,76.5
4855,04055242,JS-09,78.8
4856,02080549,CN-05,80.7
4857,03034162,MM-66,73.1
4858,08010030,AT-06,84.4
4859,03082243,BS-02,75.0
4860,01028180,PY-01,92.9
4861,09063261,EP-03,68.8
4862,02053037,AT-21,86.4
4863,08012361,EL-02,56.2
4864,02039829,BS-31,56.4
4865,09091864,JP-20,
4866,05015919,EE-40,66.7
4867,02028259,NE-01,82.7
4868,07015083,ER-01,75.7
4869,04041078,BM-02,65.7
4870,06066040,MG-23,68.7
4871,05030322,SO-55,94.2
4872,02021169,AC-20,48.7
4873,02020175,JS-09,67.2
4874,04059980,EL-30,80.8
4875,02067181,RS-02,65.7
4876,06069280,AT-21,85.8
4877,04075512,EL-30,80.8
4878,05069060,NC-11,89.6
4879,05063475,EL-04,60.7
4880,01048560,BO-01,91.9
4881,01092141,BM-43,69.4
4882,03016320,MT-01,58.3
4883,01041723,EP-08,67.9
4884,02087213,EE-29,85.6
4885,03065064,LW-05,86.2
4886,07075783,PY-49,
4887,01041723,PY-49,67.2
4888,07039838,JP-11,69.8
4889,05055745,PY-36,80.0
4890,04087024,BO-05,98.9
4891,09054708,BM-43,63.9
4892,06057100,EE-61,53.8
4893,02054615,MG-13,71.8
4894,08058283,ID-04,62.8
4895,06024200,CI-01,77.9
4896,07024810,CE-19,79.8
4897,07065916,PY-04,70.0
4898,08091839,JP-16,96.5
4899,07075783,EE-40,66.3
4900,09054403,EE-86,60.0
4901,01042130,AT-36,
4902,06035344,CN-05,84.1
4903,05058248,JS-09,
4904,04079885,EG-27,
4905,04018070,LW-37,70.3
4906,08058316,PY-25,82.4
4907,02046922,MM-66,74.5
4908,05046008,BS-02,72.2
4909,08046693,JS-09,82.8
4910,09099679,PY-02,70.5
4911,03076509,EE-40,66.4
4912,05043293,FR-05,73.0
4913,03093911,AT-31,77.6
4914,06051375,JS-09,
4915,09086924,PY-02,81.6
4916,05048692,CI-10,81.7
4917,01043271,BS-16,
4918,08061960,EG-27,82.5
4919,05061077,BS-31,90.4
4920,02014568,EE-61,88.0
4921,09027264,MC-20,
4922,01029167,MG-23,77.2
4923,03069811,MT-01,82.0
4924,01094109,PY-23,69.8
4925,01033611,ID-04,76.3
4926,05030499,JS-28,68.6
4927,04039143,AT-31,69.0
4928,05037414,SO-55,64.6
4929,06050027,PY-25,86.6
4930,09012360,BS-52,
4931,03051788,SA-06,60.5
4932,02098531,PY-25,60.3
4933,09077119,BM-02,74.0
4934,04078544,JP-11,83.5
4935,08099286,JP-20,82.9
4936,03068513,EE-29,77.5
4937,01032709,MM-02,81.8
4938,09029781,PY-23,
4939,06014052,ER-01,
4940,05064658,MC-20,71.0
4941,05090473,MC-37,56.1
4942,07048501,SA-06,83.2
4943,04031279,MT-07,91.9
4944,09031386,AT-31,70.2
4945,03018455,MT-21,71.0
4946,08015651,CI-01,
4947,04056356,SA-06,86.0
4948,05075269,LW-26,57.2
4949,07069853,BS-31,78.4
4950,04059895,EP-08,83.7
4951,09048091,NE-01,77.8
4952,05033900,ID-22,77.8
4953,02074357,RS-02,80.3
4954,07046930,BM-02,75.1
4955,03094075,BS-23,88.4
4956,08065005,SA-01,71.5
4957,01028781,JP-16,73.5
4958,01018628,EP-06,68.9
4959,05058248,SO-55,60.2
4960,02019045,JP-16,66.5
4961,08042228,BS-31,64.2
4962,09085773,MC-37,86.8
4963,04018070,MT-21,72.9
4964,02071233,AT-21,90.7
4965,04055712,MT-26,74.6
4966,06041260,EE-29,82.8
4967,08015831,PY-25,80.7
4968,02099875,PY-04,72.8
4969,09032856,PY-05,
4970,03053523,EE-40,85.1
4971,04027619,NE-01,68.9
4972,01018475,AT-06,64.5
4973,03079573,IF-32,
4974,09056888,BS-02,69.7
4975,02030084,MG-01,73.3
4976,08025229,EG-06,84.7
4977,02010978,IF-01,
4978,05047495,CI-01,70.7
4979,01031983,EP-08,
4980,05060547,PY-25,60.7
4981,03079066,SA-01,72.7
4982,08015651,MG-01,78.9
4983,09025223,AT-22,69.4
4984,07081403,SO-01,88.3
4985,04040111,IS-01,
4986,06087643,EG-27,70.0
4987,02049888,FA-54,60.8
4988,08086296,AC-24,85.0
4989,02069863,LW-37,66.5
4990,03075338,LW-32,72.7
4991,07063569,IF-03,
4992,04041078,EP-03,
4993,07086494,EE-33,71.8
4994,06040361,LT-01,61.4
4995,03061607,MT-07,78.4
4996,06040539,AT-06,76.8
4997,09050054,MT-28,75.4
4998,05076597,MT-28,86.2
4999,07065468,BS-52,68.8
5000,09099679,AT-31,78.2
5001,06025929,AT-21,84.5
5002,02049297,BO-05,73.7
5003,02020753,MC-20,82.9
5004,06069665,EP-06,75.3
5005,08082531,MT-28,62.7
5006,02089905,MG-23,70.8
5007,02027908,BO-01,78.6
5008,06084082,CN-05,71.3
5009,05015919,EG-27,
5010,09039273,EE-29,85.3
5011,02010432,MT-21,86.2
5012,01099818,MM-10,71.2
5013,05041925,MC-20,83.0
5014,03041683,BM-43,78.6
5015,02089905,IF-32,66.6
5016,06045346,CE-19,59.3
5017,07028667,MT-07,
5018,06074726,AT-36,85.8
5019,02017610,BO-01,85.0
5020,08066942,PY-38,82.5
5021,06014862,SO-55,70.4
5022,03081604,PY-36,63.5
5023,05050351,EE-61,70.3
5024,01048560,ER-01,62.6
5025,01078813,EL-30,68.7
5026,09052483,FR-05,69.3
5027,08052127,JP-26,71.9
5028,09063417,BM-43,55.7
5029,05029102,LW-32,81.7
5030,05019525,NE-01,84.8
5031,07072834,EG-06,88.9
5032,04053616,IF-03,78.8
5033,06092000,SA-06,66.3
5034,08095619,CI-10,75.3
5035,05051413,EG-65,85.9
5036,07030039,SA-06,89.2
5037,04081299,EE-82,80.8
5038,09045686,MT-01,90.3
5039,05044897,EN-26,89.2
5040,03064155,ID-04,
5041,08058504,MM-02,70.3
5042,06089284,SO-55,84.5
5043,03059404,BO-05,76.5
5044,05051413,FA-54,73.2
5045,03079573,MG-81,
5046,01031476,MR-04,85.3
5047,06086790,PY-23,68.7
5048,05048692,IF-03,78.0
5049,03013598,EE-29,83.9
5050,09054403,MM-10,69.6
5051,02087213,FA-54,79.9
5052,07067514,IS-14,75.3
5053,03043834,PY-49,81.0
5054,07078424,EG-06,86.3
5055,08091839,FA-54,94.0
5056,04050790,BO-01,80.6
5057,03029047,EL-04,73.6
5058,01017285,CI-10,86.9
5059,09056217,JS-09,84.7
5060,05010397,IT-44,62.3
5061,04093652,MT-28,75.8
5062,05089946,EE-29,64.5
5063,03081873,MM-02,77.3
5064,01056301,LW-05,96.6
5065,06028939,LT-01,72.1
5066,08078198,PY-49,82.5
5067,07089798,AC-24,62.5
5068,05012228,SA-06,79.2
5069,02080549,MC-18,88.2
5070,02086995,MG-13,76.8
5071,07046930,SO-55,76.9
5072,02020753,BS-31,64.4
5073,02056645,LT-01,68.5
5074,08065005,CE-19,86.6
5075,02019045,JS-09,82.9
5076,02056761,NE-01,76.4
5077,09073348,JS-09,81.6
5078,02087922,MT-21,62.4
5079,06018282,RS-02,74.9
5080,06040361,MC-20,
5081,06059017,PY-23,68.4
5082,04047306,FA-54,79.2
5083,07083618,SO-01,88.5
5084,06054254,AC-24,88.0
5085,09072958,MM-02,83.1
5086,03036158,EP-08,
5087,04023537,CE-19,70.5
5088,03041683,IT-44,
5089,06041563,CI-01,75.8
5090,08093769,BM-43,66.2
5091,03054101,MM-10,64.3
5092,06096451,MG-81,81.7
5093,05043293,EN-26,86.9
5094,07021959,BS-16,100.0
5095,07039838,EG-27,
5096,03040175,JP-26,72.4
5097,09066586,PY-01,
5098,08044494,MC-37,70.0
5099,05048692,JP-16,76.9
5100,08086264,IS-14,65.9
5101,04078544,MG-81,88.5
5102,05029102,AT-36,67.9
5103,01018475,MG-81,75.0
5104,02038305,PY-25,66.0
5105,04023537,PY-02,63.3
5106,02094825,EE-29,91.9
5107,01081707,LW-37,86.5
5108,09079115,PY-05,
5109,06021357,BO-17,69.6
5110,06021357,EP-06,71.5
5111,06069644,MT-26,69.7
5112,03038962,EG-65,76.0
5113,04070766,MG-01,53.2
5114,03081873,ML-05,57.3
5115,04093200,IF-32,84.9
5116,04059565,MT-01,75.8
5117,09015315,CE-03,95.6
5118,04093200,MM-25,65.6
5119,07055707,EP-03,69.8
5120,01032709,EL-04,82.0
5121,03093048,EL-30,80.5
5122,06096451,JP-20,75.7
5123,07055707,BS-23,69.6
5124,09016409,EE-33,
5125,05068455,IF-01,68.4
5126,07082778,MR-02,66.5
5127,01035477,MR-02,67.8
5128,01039157,MT-21,83.0
5129,07031837,IT-44,69.7
5130,05041925,BM-43,72.7
5131,06060492,MC-20,68.3
5132,08075498,ID-22,65.1
5133,05082521,LW-05,68.7
5134,08012237,IS-01,77.9
5135,08028918,SA-06,55.3
5136,03054575,EL-30,65.4
5137,01041037,EE-13,63.9
5138,05075269,ML-05,80.4
5139,01017285,MG-13,67.2
5140,04016989,PY-01,72.1
5141,02018055,IS-01,74.2
5142,09077724,PY-05,72.6
5143,05078938,IF-03,78.5
5144,06034255,IS-01,95.1
5145,03026173,BS-23,78.4
5146,07025848,MC-20,67.1
